station_code;date;DDVEC;FHVEC
330;2021-03-31T00:00:00.000Z;187;0.8
330;2021-04-01T00:00:00.000Z;14;8.2
330;2021-04-02T00:00:00.000Z;10;9.2
330;2021-04-03T00:00:00.000Z;8;9.5
330;2021-04-04T00:00:00.000Z;257;3.2
330;2021-04-05T00:00:00.000Z;321;13.6
330;2021-04-06T00:00:00.000Z;321;12.6
330;2021-04-07T00:00:00.000Z;306;12.9
330;2021-04-08T00:00:00.000Z;238;6.5
330;2021-04-09T00:00:00.000Z;247;3.5
330;2021-04-10T00:00:00.000Z;44;9.3
330;2021-04-11T00:00:00.000Z;355;8.8
330;2021-04-12T00:00:00.000Z;313;5.1
330;2021-04-13T00:00:00.000Z;300;3.6
330;2021-04-14T00:00:00.000Z;18;4.4
330;2021-04-15T00:00:00.000Z;20;6.5
330;2021-04-16T00:00:00.000Z;18;7.7
330;2021-04-17T00:00:00.000Z;14;7.8
330;2021-04-18T00:00:00.000Z;341;3.3
330;2021-04-19T00:00:00.000Z;7;4.0
330;2021-04-20T00:00:00.000Z;5;2.0
330;2021-04-21T00:00:00.000Z;13;8.9
330;2021-04-22T00:00:00.000Z;20;6.1
330;2021-04-23T00:00:00.000Z;27;3.9
330;2021-04-24T00:00:00.000Z;32;6.0
330;2021-04-25T00:00:00.000Z;28;8.3
330;2021-04-26T00:00:00.000Z;28;7.5
330;2021-04-27T00:00:00.000Z;54;4.0
330;2021-04-28T00:00:00.000Z;24;7.0
330;2021-04-29T00:00:00.000Z;329;9.9
330;2021-04-30T00:00:00.000Z;325;4.8
330;2021-05-01T00:00:00.000Z;314;5.2
330;2021-05-02T00:00:00.000Z;307;4.9
330;2021-05-03T00:00:00.000Z;216;7.5
330;2021-05-04T00:00:00.000Z;251;12.7
330;2021-05-05T00:00:00.000Z;284;8.6
330;2021-05-06T00:00:00.000Z;281;3.6
330;2021-05-07T00:00:00.000Z;276;3.7
330;2021-05-08T00:00:00.000Z;169;7.0
330;2021-05-09T00:00:00.000Z;179;4.9
330;2021-05-10T00:00:00.000Z;210;4.7
330;2021-05-11T00:00:00.000Z;337;1.4
330;2021-05-12T00:00:00.000Z;240;1.7
330;2021-05-13T00:00:00.000Z;52;1.8
330;2021-05-14T00:00:00.000Z;1;4.3
330;2021-05-15T00:00:00.000Z;199;1.6
330;2021-05-16T00:00:00.000Z;228;5.4
330;2021-05-17T00:00:00.000Z;255;3.4
330;2021-05-18T00:00:00.000Z;266;4.7
330;2021-05-19T00:00:00.000Z;265;4.0
330;2021-05-20T00:00:00.000Z;195;6.4
330;2021-05-21T00:00:00.000Z;219;14.4
330;2021-05-22T00:00:00.000Z;261;7.1
330;2021-05-23T00:00:00.000Z;218;5.4
330;2021-05-24T00:00:00.000Z;191;6.7
330;2021-05-25T00:00:00.000Z;259;7.4
330;2021-05-26T00:00:00.000Z;275;8.3
330;2021-05-27T00:00:00.000Z;320;8.1
330;2021-05-28T00:00:00.000Z;28;3.2
330;2021-05-29T00:00:00.000Z;29;6.1
330;2021-05-30T00:00:00.000Z;34;5.8
330;2021-05-31T00:00:00.000Z;35;4.6
330;2021-06-01T00:00:00.000Z;89;4.2
330;2021-06-02T00:00:00.000Z;75;2.6
330;2021-06-03T00:00:00.000Z;227;4.4
330;2021-06-04T00:00:00.000Z;7;3.5
330;2021-06-05T00:00:00.000Z;331;6.2
330;2021-06-06T00:00:00.000Z;354;4.8
330;2021-06-07T00:00:00.000Z;21;4.7
330;2021-06-08T00:00:00.000Z;354;1.8
330;2021-06-09T00:00:00.000Z;256;3.2
330;2021-06-10T00:00:00.000Z;247;3.0
330;2021-06-11T00:00:00.000Z;220;5.1
330;2021-06-12T00:00:00.000Z;312;4.6
330;2021-06-13T00:00:00.000Z;348;2.0
330;2021-06-14T00:00:00.000Z;328;1.2
330;2021-06-15T00:00:00.000Z;26;6.0
330;2021-06-16T00:00:00.000Z;96;3.1
330;2021-06-17T00:00:00.000Z;200;0.1
330;2021-06-18T00:00:00.000Z;104;1.5
330;2021-06-19T00:00:00.000Z;306;3.0
330;2021-06-20T00:00:00.000Z;13;4.5
330;2021-06-21T00:00:00.000Z;34;10.0
330;2021-06-22T00:00:00.000Z;21;9.7
330;2021-06-23T00:00:00.000Z;23;6.3
330;2021-06-24T00:00:00.000Z;358;1.9
330;2021-06-25T00:00:00.000Z;212;5.4
330;2021-06-26T00:00:00.000Z;18;2.6
330;2021-06-27T00:00:00.000Z;64;4.6
330;2021-06-28T00:00:00.000Z;13;1.7
330;2021-06-29T00:00:00.000Z;359;6.7
330;2021-06-30T00:00:00.000Z;338;7.9
330;2021-07-01T00:00:00.000Z;285;7.4
330;2021-07-02T00:00:00.000Z;303;2.4
330;2021-07-03T00:00:00.000Z;154;2.0
330;2021-07-04T00:00:00.000Z;220;3.0
330;2021-07-05T00:00:00.000Z;191;4.8
330;2021-07-06T00:00:00.000Z;205;10.5
330;2021-07-07T00:00:00.000Z;214;5.2
330;2021-07-08T00:00:00.000Z;247;3.4
330;2021-07-09T00:00:00.000Z;258;2.5
330;2021-07-10T00:00:00.000Z;32;0.9
330;2021-07-11T00:00:00.000Z;346;1.1
330;2021-07-12T00:00:00.000Z;39;2.7
330;2021-07-13T00:00:00.000Z;357;8.5
330;2021-07-14T00:00:00.000Z;340;10.9
330;2021-07-15T00:00:00.000Z;355;12.2
330;2021-07-16T00:00:00.000Z;357;8.6
330;2021-07-17T00:00:00.000Z;7;6.6
330;2021-07-18T00:00:00.000Z;343;3.0
330;2021-07-19T00:00:00.000Z;41;4.0
330;2021-07-20T00:00:00.000Z;43;2.7
330;2021-07-21T00:00:00.000Z;7;1.7
330;2021-07-22T00:00:00.000Z;18;6.4
330;2021-07-23T00:00:00.000Z;47;4.6
330;2021-07-24T00:00:00.000Z;88;3.4
330;2021-07-25T00:00:00.000Z;92;0.3
330;2021-07-26T00:00:00.000Z;274;1.9
330;2021-07-27T00:00:00.000Z;204;5.7
330;2021-07-28T00:00:00.000Z;219;9.8
330;2021-07-29T00:00:00.000Z;241;9.8
330;2021-07-30T00:00:00.000Z;209;8.2
330;2021-07-31T00:00:00.000Z;259;8.9
330;2021-08-01T00:00:00.000Z;308;4.8
330;2021-08-02T00:00:00.000Z;328;3.5
330;2021-08-03T00:00:00.000Z;35;3.5
330;2021-08-04T00:00:00.000Z;72;2.4
330;2021-08-05T00:00:00.000Z;142;2.0
330;2021-08-06T00:00:00.000Z;212;9.8
330;2021-08-07T00:00:00.000Z;195;6.9
330;2021-08-08T00:00:00.000Z;230;11.3
330;2021-08-09T00:00:00.000Z;216;8.7
330;2021-08-10T00:00:00.000Z;239;5.1
330;2021-08-11T00:00:00.000Z;216;3.7
330;2021-08-12T00:00:00.000Z;242;3.2
330;2021-08-13T00:00:00.000Z;242;6.8
330;2021-08-14T00:00:00.000Z;231;4.6
330;2021-08-15T00:00:00.000Z;234;7.6
330;2021-08-16T00:00:00.000Z;297;11.0
330;2021-08-17T00:00:00.000Z;280;7.8
330;2021-08-18T00:00:00.000Z;271;6.1
330;2021-08-19T00:00:00.000Z;251;5.9
330;2021-08-20T00:00:00.000Z;247;3.9
330;2021-08-21T00:00:00.000Z;107;1.1
330;2021-08-22T00:00:00.000Z;314;5.1
330;2021-08-23T00:00:00.000Z;23;10.3
330;2021-08-24T00:00:00.000Z;29;7.9
330;2021-08-25T00:00:00.000Z;360;5.8
330;2021-08-26T00:00:00.000Z;354;9.3
330;2021-08-27T00:00:00.000Z;357;9.5
330;2021-08-28T00:00:00.000Z;14;10.9
330;2021-08-29T00:00:00.000Z;2;10.3
330;2021-08-30T00:00:00.000Z;13;9.6
330;2021-08-31T00:00:00.000Z;15;8.2
330;2021-09-01T00:00:00.000Z;18;5.7
330;2021-09-02T00:00:00.000Z;40;4.8
330;2021-09-03T00:00:00.000Z;37;6.4
330;2021-09-04T00:00:00.000Z;56;5.0
330;2021-09-05T00:00:00.000Z;57;3.4
330;2021-09-06T00:00:00.000Z;60;1.2
330;2021-09-07T00:00:00.000Z;97;2.1
330;2021-09-08T00:00:00.000Z;110;4.0
330;2021-09-09T00:00:00.000Z;186;2.9
330;2021-09-10T00:00:00.000Z;216;4.7
330;2021-09-11T00:00:00.000Z;237;6.7
330;2021-09-12T00:00:00.000Z;300;2.5
330;2021-09-13T00:00:00.000Z;54;2.7
330;2021-09-14T00:00:00.000Z;128;3.6
330;2021-09-15T00:00:00.000Z;305;6.0
330;2021-09-16T00:00:00.000Z;287;4.9
330;2021-09-17T00:00:00.000Z;226;1.8
330;2021-09-18T00:00:00.000Z;109;3.5
330;2021-09-19T00:00:00.000Z;100;3.1
330;2021-09-20T00:00:00.000Z;82;5.0
330;2021-09-21T00:00:00.000Z;232;1.5
330;2021-09-22T00:00:00.000Z;215;4.5
330;2021-09-23T00:00:00.000Z;259;6.7
330;2021-09-24T00:00:00.000Z;232;6.7
330;2021-09-25T00:00:00.000Z;194;2.0
330;2021-09-26T00:00:00.000Z;184;3.8
330;2021-09-27T00:00:00.000Z;214;6.8
330;2021-09-28T00:00:00.000Z;181;6.6
330;2021-09-29T00:00:00.000Z;272;8.4
330;2021-09-30T00:00:00.000Z;221;8.2
330;2021-10-01T00:00:00.000Z;195;8.7
330;2021-10-02T00:00:00.000Z;174;8.3
330;2021-10-03T00:00:00.000Z;212;7.1
330;2021-10-04T00:00:00.000Z;190;8.5
330;2021-10-05T00:00:00.000Z;202;7.4
330;2021-10-06T00:00:00.000Z;289;11.8
330;2021-10-07T00:00:00.000Z;311;1.8
330;2021-10-08T00:00:00.000Z;98;2.6
330;2021-10-09T00:00:00.000Z;102;2.9
330;2021-10-10T00:00:00.000Z;339;3.4
330;2021-10-11T00:00:00.000Z;325;8.0
330;2021-10-12T00:00:00.000Z;333;8.7
330;2021-10-13T00:00:00.000Z;299;5.2
330;2021-10-14T00:00:00.000Z;257;6.5
330;2021-10-15T00:00:00.000Z;329;5.7
330;2021-10-16T00:00:00.000Z;207;3.7
330;2021-10-17T00:00:00.000Z;189;6.2
330;2021-10-18T00:00:00.000Z;181;6.9
330;2021-10-19T00:00:00.000Z;203;8.4
330;2021-10-20T00:00:00.000Z;209;9.7
330;2021-10-21T00:00:00.000Z;293;12.1
330;2021-10-22T00:00:00.000Z;292;11.0
330;2021-10-23T00:00:00.000Z;204;3.7
330;2021-10-24T00:00:00.000Z;182;6.3
330;2021-10-25T00:00:00.000Z;196;6.8
330;2021-10-26T00:00:00.000Z;217;7.4
330;2021-10-27T00:00:00.000Z;205;8.3
330;2021-10-28T00:00:00.000Z;173;8.3
330;2021-10-29T00:00:00.000Z;175;9.4
330;2021-10-30T00:00:00.000Z;174;7.2
330;2021-10-31T00:00:00.000Z;177;7.9
330;2021-11-01T00:00:00.000Z;198;10.0
330;2021-11-02T00:00:00.000Z;208;4.0
330;2021-11-03T00:00:00.000Z;162;0.3
330;2021-11-04T00:00:00.000Z;350;6.9
330;2021-11-05T00:00:00.000Z;303;5.5
330;2021-11-06T00:00:00.000Z;232;8.5
330;2021-11-07T00:00:00.000Z;294;11.3
330;2021-11-08T00:00:00.000Z;267;3.6
330;2021-11-09T00:00:00.000Z;191;6.5
330;2021-11-10T00:00:00.000Z;193;4.7
330;2021-11-11T00:00:00.000Z;190;4.1
330;2021-11-12T00:00:00.000Z;187;7.8
330;2021-11-13T00:00:00.000Z;309;4.6
330;2021-11-14T00:00:00.000Z;70;4.3
330;2021-11-15T00:00:00.000Z;67;4.2
330;2021-11-16T00:00:00.000Z;166;3.3
330;2021-11-17T00:00:00.000Z;276;5.8
330;2021-11-18T00:00:00.000Z;249;7.0
330;2021-11-19T00:00:00.000Z;261;5.8
330;2021-11-20T00:00:00.000Z;246;5.4
330;2021-11-21T00:00:00.000Z;7;8.8
330;2021-11-22T00:00:00.000Z;50;4.5
330;2021-11-23T00:00:00.000Z;8;2.8
330;2021-11-24T00:00:00.000Z;175;4.2
330;2021-11-25T00:00:00.000Z;328;6.6
330;2021-11-26T00:00:00.000Z;266;4.7
330;2021-11-27T00:00:00.000Z;186;2.5
330;2021-11-28T00:00:00.000Z;29;3.9
330;2021-11-29T00:00:00.000Z;313;9.2
330;2021-11-30T00:00:00.000Z;267;10.9
330;2021-12-01T00:00:00.000Z;278;9.3
330;2021-12-02T00:00:00.000Z;343;7.1
330;2021-12-03T00:00:00.000Z;208;8.6
330;2021-12-04T00:00:00.000Z;238;6.1
330;2021-12-05T00:00:00.000Z;163;2.6
330;2021-12-06T00:00:00.000Z;176;4.6
330;2021-12-07T00:00:00.000Z;183;5.2
330;2021-12-08T00:00:00.000Z;194;9.7
330;2021-12-09T00:00:00.000Z;191;7.3
330;2021-12-10T00:00:00.000Z;130;3.0
330;2021-12-11T00:00:00.000Z;257;3.9
330;2021-12-12T00:00:00.000Z;216;7.7
330;2021-12-13T00:00:00.000Z;200;6.2
330;2021-12-14T00:00:00.000Z;218;6.9
330;2021-12-15T00:00:00.000Z;227;5.5
330;2021-12-16T00:00:00.000Z;273;3.0
330;2021-12-17T00:00:00.000Z;57;3.3
330;2021-12-18T00:00:00.000Z;52;2.0
330;2021-12-19T00:00:00.000Z;353;5.7
330;2021-12-20T00:00:00.000Z;70;2.9
330;2021-12-21T00:00:00.000Z;114;3.1
330;2021-12-22T00:00:00.000Z;157;4.9
330;2021-12-23T00:00:00.000Z;206;7.8
330;2021-12-24T00:00:00.000Z;263;4.0
330;2021-12-25T00:00:00.000Z;84;7.6
330;2021-12-26T00:00:00.000Z;108;6.5
330;2021-12-27T00:00:00.000Z;151;5.9
330;2021-12-28T00:00:00.000Z;236;6.5
330;2021-12-29T00:00:00.000Z;227;6.4
330;2021-12-30T00:00:00.000Z;227;11.4
330;2021-12-31T00:00:00.000Z;219;9.7
330;2022-01-01T00:00:00.000Z;194;8.0
330;2022-01-02T00:00:00.000Z;220;9.7
330;2022-01-03T00:00:00.000Z;227;9.3
330;2022-01-04T00:00:00.000Z;293;5.2
330;2022-01-05T00:00:00.000Z;299;12.1
330;2022-01-06T00:00:00.000Z;223;4.5
330;2022-01-07T00:00:00.000Z;246;7.6
330;2022-01-08T00:00:00.000Z;217;6.2
330;2022-01-09T00:00:00.000Z;284;8.2
330;2022-01-10T00:00:00.000Z;179;4.4
330;2022-01-11T00:00:00.000Z;187;6.1
330;2022-01-12T00:00:00.000Z;192;1.9
330;2022-01-13T00:00:00.000Z;213;4.6
330;2022-01-14T00:00:00.000Z;315;0.8
330;2022-01-15T00:00:00.000Z;154;4.1
330;2022-01-16T00:00:00.000Z;268;5.7
330;2022-01-17T00:00:00.000Z;302;5.8
330;2022-01-18T00:00:00.000Z;219;1.6
330;2022-01-19T00:00:00.000Z;296;4.7
330;2022-01-20T00:00:00.000Z;342;11.8
330;2022-01-21T00:00:00.000Z;319;7.1
330;2022-01-22T00:00:00.000Z;291;4.3
330;2022-01-23T00:00:00.000Z;199;1.7
330;2022-01-24T00:00:00.000Z;104;1.6
330;2022-01-25T00:00:00.000Z;61;1.2
330;2022-01-26T00:00:00.000Z;245;5.7
330;2022-01-27T00:00:00.000Z;272;8.5
330;2022-01-28T00:00:00.000Z;253;4.9
330;2022-01-29T00:00:00.000Z;258;9.5
330;2022-01-30T00:00:00.000Z;294;4.7
330;2022-01-31T00:00:00.000Z;313;16.0
330;2022-02-01T00:00:00.000Z;271;9.6
330;2022-02-02T00:00:00.000Z;267;5.7
330;2022-02-03T00:00:00.000Z;220;7.6
330;2022-02-04T00:00:00.000Z;255;9.2
330;2022-02-05T00:00:00.000Z;245;11.3
330;2022-02-06T00:00:00.000Z;267;12.0
330;2022-02-07T00:00:00.000Z;275;7.9
330;2022-02-08T00:00:00.000Z;229;9.5
330;2022-02-09T00:00:00.000Z;226;8.5
330;2022-02-10T00:00:00.000Z;276;5.5
330;2022-02-11T00:00:00.000Z;316;6.5
330;2022-02-12T00:00:00.000Z;185;8.2
330;2022-02-13T00:00:00.000Z;184;11.2
330;2022-02-14T00:00:00.000Z;217;9.3
330;2022-02-15T00:00:00.000Z;225;8.4
330;2022-02-16T00:00:00.000Z;226;13.7
330;2022-02-17T00:00:00.000Z;257;12.4
330;2022-02-18T00:00:00.000Z;233;13.8
330;2022-02-19T00:00:00.000Z;255;12.1
330;2022-02-20T00:00:00.000Z;234;12.9
330;2022-02-21T00:00:00.000Z;284;14.5
330;2022-02-22T00:00:00.000Z;254;8.2
330;2022-02-23T00:00:00.000Z;226;7.2
330;2022-02-24T00:00:00.000Z;248;8.7
330;2022-02-25T00:00:00.000Z;289;9.0
330;2022-02-26T00:00:00.000Z;146;3.9
330;2022-02-27T00:00:00.000Z;130;7.8
330;2022-02-28T00:00:00.000Z;160;6.3
330;2022-03-01T00:00:00.000Z;132;2.1
330;2022-03-02T00:00:00.000Z;95;4.2
330;2022-03-03T00:00:00.000Z;108;5.4
330;2022-03-04T00:00:00.000Z;111;5.4
330;2022-03-05T00:00:00.000Z;53;4.7
330;2022-03-06T00:00:00.000Z;42;8.3
330;2022-03-07T00:00:00.000Z;94;5.2
330;2022-03-08T00:00:00.000Z;133;7.3
330;2022-03-09T00:00:00.000Z;143;5.5
330;2022-03-10T00:00:00.000Z;134;5.6
330;2022-03-11T00:00:00.000Z;139;8.4
330;2022-03-12T00:00:00.000Z;168;7.5
330;2022-03-13T00:00:00.000Z;161;8.2
330;2022-03-14T00:00:00.000Z;215;4.6
330;2022-03-15T00:00:00.000Z;143;1.6
330;2022-03-16T00:00:00.000Z;131;7.1
330;2022-03-17T00:00:00.000Z;279;5.4
330;2022-03-18T00:00:00.000Z;51;2.8
330;2022-03-19T00:00:00.000Z;79;8.2
330;2022-03-20T00:00:00.000Z;110;3.6
330;2022-03-21T00:00:00.000Z;106;1.7
330;2022-03-22T00:00:00.000Z;93;2.3
330;2022-03-23T00:00:00.000Z;20;1.0
330;2022-03-24T00:00:00.000Z;11;1.8
330;2022-03-25T00:00:00.000Z;26;5.0
330;2022-03-26T00:00:00.000Z;28;4.5
330;2022-03-27T00:00:00.000Z;31;5.2
330;2022-03-28T00:00:00.000Z;20;2.4
330;2022-03-29T00:00:00.000Z;69;4.1
330;2022-03-30T00:00:00.000Z;40;6.1
330;2022-03-31T00:00:00.000Z;32;11.7
330;2022-04-01T00:00:00.000Z;38;14.3
330;2022-04-02T00:00:00.000Z;32;8.7
330;2022-04-03T00:00:00.000Z;288;2.7
330;2022-04-04T00:00:00.000Z;246;11.5
330;2022-04-05T00:00:00.000Z;250;8.4
330;2022-04-06T00:00:00.000Z;221;12.2
330;2022-04-07T00:00:00.000Z;258;12.4
330;2022-04-08T00:00:00.000Z;307;7.3
330;2022-04-09T00:00:00.000Z;300;9.0
330;2022-04-10T00:00:00.000Z;313;2.7
330;2022-04-11T00:00:00.000Z;112;6.3
330;2022-04-12T00:00:00.000Z;149;3.9
330;2022-04-13T00:00:00.000Z;221;3.7
330;2022-04-14T00:00:00.000Z;285;1.9
330;2022-04-15T00:00:00.000Z;42;3.8
330;2022-04-16T00:00:00.000Z;96;5.0
330;2022-04-17T00:00:00.000Z;120;5.0
330;2022-04-18T00:00:00.000Z;132;1.3
330;2022-04-19T00:00:00.000Z;26;4.5
330;2022-04-20T00:00:00.000Z;46;5.6
330;2022-04-21T00:00:00.000Z;52;6.5
330;2022-04-22T00:00:00.000Z;69;7.6
330;2022-04-23T00:00:00.000Z;78;8.9
330;2022-04-24T00:00:00.000Z;26;9.4
330;2022-04-25T00:00:00.000Z;32;7.3
330;2022-04-26T00:00:00.000Z;12;8.0
330;2022-04-27T00:00:00.000Z;16;5.3
330;2022-04-28T00:00:00.000Z;30;6.3
330;2022-04-29T00:00:00.000Z;30;7.9
330;2022-04-30T00:00:00.000Z;356;6.0
330;2022-05-01T00:00:00.000Z;17;2.0
330;2022-05-02T00:00:00.000Z;8;4.7
330;2022-05-03T00:00:00.000Z;7;5.8
330;2022-05-04T00:00:00.000Z;353;0.9
330;2022-05-05T00:00:00.000Z;289;1.7
330;2022-05-06T00:00:00.000Z;227;3.2
330;2022-05-07T00:00:00.000Z;354;4.9
330;2022-05-08T00:00:00.000Z;28;7.7
330;2022-05-09T00:00:00.000Z;71;1.0
330;2022-05-10T00:00:00.000Z;218;7.5
330;2022-05-11T00:00:00.000Z;236;8.7
330;2022-05-12T00:00:00.000Z;245;6.8
330;2022-05-13T00:00:00.000Z;241;8.3
330;2022-05-14T00:00:00.000Z;314;2.0
330;2022-05-15T00:00:00.000Z;99;5.3
330;2022-05-16T00:00:00.000Z;209;6.0
330;2022-05-17T00:00:00.000Z;318;0.6
330;2022-05-18T00:00:00.000Z;273;0.4
330;2022-05-19T00:00:00.000Z;236;1.0
330;2022-05-20T00:00:00.000Z;235;3.3
330;2022-05-21T00:00:00.000Z;264;5.9
330;2022-05-22T00:00:00.000Z;59;1.4
330;2022-05-23T00:00:00.000Z;302;1.8
330;2022-05-24T00:00:00.000Z;242;7.2
330;2022-05-25T00:00:00.000Z;229;9.7
330;2022-05-26T00:00:00.000Z;241;9.1
330;2022-05-27T00:00:00.000Z;290;7.9
330;2022-05-28T00:00:00.000Z;337;8.8
330;2022-05-29T00:00:00.000Z;349;8.1
330;2022-05-30T00:00:00.000Z;338;3.0
330;2022-05-31T00:00:00.000Z;166;0.4
330;2022-06-01T00:00:00.000Z;289;5.8
330;2022-06-02T00:00:00.000Z;21;5.2
330;2022-06-03T00:00:00.000Z;57;6.0
330;2022-06-04T00:00:00.000Z;43;8.0
330;2022-06-05T00:00:00.000Z;354;2.2
330;2022-06-06T00:00:00.000Z;250;8.5
330;2022-06-07T00:00:00.000Z;258;4.5
330;2022-06-08T00:00:00.000Z;209;6.1
330;2022-06-09T00:00:00.000Z;248;5.6
330;2022-06-10T00:00:00.000Z;219;6.9
330;2022-06-11T00:00:00.000Z;240;7.0
330;2022-06-12T00:00:00.000Z;266;5.5
330;2022-06-13T00:00:00.000Z;309;5.7
330;2022-06-14T00:00:00.000Z;12;1.8
330;2022-06-15T00:00:00.000Z;33;4.9
330;2022-06-16T00:00:00.000Z;42;1.5
330;2022-06-17T00:00:00.000Z;196;5.3
330;2022-06-18T00:00:00.000Z;11;7.5
330;2022-06-19T00:00:00.000Z;8;8.5
330;2022-06-20T00:00:00.000Z;354;6.6
330;2022-06-21T00:00:00.000Z;36;3.2
330;2022-06-22T00:00:00.000Z;21;6.0
330;2022-06-23T00:00:00.000Z;89;1.2
330;2022-06-24T00:00:00.000Z;218;3.3
330;2022-06-25T00:00:00.000Z;215;2.3
330;2022-06-26T00:00:00.000Z;197;2.6
330;2022-06-27T00:00:00.000Z;238;3.0
330;2022-06-28T00:00:00.000Z;176;1.3
330;2022-06-29T00:00:00.000Z;18;1.2
330;2022-06-30T00:00:00.000Z;270;4.2
